Staff Number,Rank,Supervisor ID,Coordinator ID,FKGL,FRE,GFI,CLI,Completion_Rate,Assessment_Scores,VTRAC_Usage(hrs),Cluster
-1.7261792619185123,1.3414342333951308,-1.7261792619185123,-1.7261792619185123,2.0455049046369234,-2.3114694294567575,3.543548140124277,0.4182793378079804,1.451070815613744,-0.9655257729396955,-0.9481386457666723,2
-1.7057427128243716,-0.44356973151709195,-1.7057427128243716,-1.7057427128243716,2.0455049046369234,-2.3114694294567575,3.543548140124277,0.4182793378079804,1.2791061859065762,1.7080224548955394,0.4743599964411459,2
-1.6929265718670292,-1.3360717139732032,-1.6929265718670292,-1.6929265718670292,2.1050814433403837,-2.3339004794412195,3.5871504758057293,1.886617817117514,-1.5067208153495424,-1.2740121069206842,0.7434813611831657,2
-1.68634531029434,-1.3360717139732032,-1.68634531029434,-1.68634531029434,2.0455049046369234,-2.3114694294567575,3.543548140124277,0.4182793378079804,-1.4723278894081089,-1.1026308102645794,-1.4479354660018515,2
-1.6787249021575417,0.4489322509390194,-1.6787249021575417,-1.6787249021575417,3.8480771013057216,-4.181091920772489,3.543548140124277,-0.748454480886623,1.210320334023709,1.193878564927225,1.0894945444229054,2
-1.675607462465215,1.3414342333951308,-1.675607462465215,-1.675607462465215,3.3663727798230427,-3.602746523636169,3.630752811487184,1.4037857946418562,0.31610425954643634,0.268419562984259,1.4355077276626442,2
-1.6700653474566347,0.4489322509390194,-1.6700653474566347,-1.6700653474566347,3.3663727798230427,-3.602746523636169,3.630752811487184,1.4037857946418562,-0.6812905927551369,-0.28000058631527636,1.5892913646580842,2
-1.6693725830805621,0.4489322509390194,-1.6693725830805621,-1.6693725830805621,3.0063675416747833,-3.2687117250990845,3.5871504758057293,1.886617817117514,-1.5411137412909761,0.43980085964036386,1.4355077276626442,2
-1.6666015255762718,1.3414342333951308,-1.6666015255762718,-1.6666015255762718,2.0455049046369234,-2.3114694294567575,3.543548140124277,1.0016462471552816,-1.2659703337595076,0.13131452565937518,1.4355077276626442,2
-1.6662551433882355,-0.44356973151709195,-1.6662551433882355,-1.6662551433882355,2.0455049046369234,-2.3114694294567575,3.543548140124277,0.4182793378079804,0.6256405930193384,-1.445393403576789,-0.1407745515406135,2
-1.6645232324480541,-0.44356973151709195,-1.6645232324480541,-1.6645232324480541,3.8480771013057216,-4.181091920772489,3.543548140124277,1.0016462471552816,-1.3347561856423746,-0.9655257729396955,-1.2172600105086921,2
-1.6610594105676912,1.3414342333951308,-1.6610594105676912,-1.6610594105676912,2.0455049046369234,-2.3114694294567575,3.543548140124277,0.4182793378079804,1.691821297203779,-1.6510509595641147,0.9741568166763251,2
-1.6603666461916187,0.4489322509390194,-1.6603666461916187,-1.6603666461916187,2.1050814433403837,-2.3339004794412195,1.4070336917330224,1.0115674530965622,-1.6786854450567104,-0.554210660965044,-1.0250304642643924,2
-1.6593274996275098,1.3414342333951308,-1.6593274996275098,-1.6593274996275098,2.0455049046369234,-2.3114694294567575,3.543548140124277,1.5850131565025831,-1.1283986299937732,-0.07434303032795059,-0.33300409778491324,2
-1.6589811174394735,1.3414342333951308,-1.6589811174394735,-1.6589811174394735,2.0455049046369234,-2.3114694294567575,3.543548140124277,0.4182793378079804,-1.231577407818074,-1.1711833289270213,-1.2172600105086921,2
-1.6517070914907117,1.3414342333951308,-1.6517070914907117,-1.6517070914907117,3.8480771013057216,-4.181091920772489,3.543548140124277,0.4182793378079804,0.5568547411364713,-0.8284207356148118,1.0894945444229054,2
-1.6433939189778408,-0.44356973151709195,-1.6433939189778408,-1.6433939189778408,2.0455049046369234,-2.3114694294567575,3.543548140124277,1.0016462471552816,0.5912476670779049,1.3995361209145507,0.7050354519343055,2
-1.6319633067726436,0.4489322509390194,-1.6319633067726436,-1.6319633067726436,2.0455049046369234,-2.3114694294567575,3.543548140124277,0.4182793378079804,-1.3691491115838081,1.4338123802457716,-0.33300409778491324,2
-1.6208790767554826,-1.3360717139732032,-1.6208790767554826,-1.6208790767554826,2.164657982043844,-2.356331529425681,2.1773416221053785,1.5982414310909576,0.8663910746093734,1.2624310835896668,1.3970618184137844,2
-1.6167224904990471,-1.3360717139732032,-1.6167224904990471,-1.6167224904990471,3.8480771013057216,-4.181091920772489,3.543548140124277,2.168380065849885,-1.0252198521694726,0.7825634529525735,-0.8712468272689523,2
-1.6094484645502853,-1.3360717139732032,-1.6094484645502853,-1.6094484645502853,2.0455049046369234,-2.3114694294567575,3.543548140124277,0.4182793378079804,0.45367596331217064,-1.1711833289270213,-1.0634763735132522,2
-1.5921293551484712,-1.3360717139732032,-1.5921293551484712,-1.5921293551484712,2.0455049046369234,-2.3114694294567575,3.543548140124277,0.4182793378079804,-1.2659703337595076,0.9196684902774573,-0.1407745515406135,2
